District Short,District Long,State_Short,State,Wikipedia Page,Wikipedia_Mobile,Rep First Last,"Rep Last, First",Website,Party,ACHA Vote,Margin of Victory 2016,Total Vote,Top Opponent,Hispanic,White,Black,Native American,Asian,Pacific,Other,Multiple Races,Total,Senator 1,Senator 2,Room,Phone
NY-18,New York District 18,NY,New York,https://en.wikipedia.org/wiki/New_York%27s_18th_congressional_district,https://en.m.wikipedia.org/wiki/New_York%27s_18th_congressional_district,Sean Patrick Maloney,"Maloney, Sean Patrick ",https://seanmaloney.house.gov/,Democrat,N,11.20%,"291,429",Phil Oliva,"108,988","509,805","61,467",837,"21,808",36,"1,812","12,831","717,584",Schumer,Gillibrand,1027 LHOB,202-225-5441
NY-19,New York District 19,NY,New York,https://en.wikipedia.org/wiki/New_York%27s_19th_congressional_district,https://en.m.wikipedia.org/wiki/New_York%27s_19th_congressional_district,John J. Faso,"Faso, John ",https://faso.house.gov/,Republican,Y,8.60%,"303,600",Zephyr Teachout,"46,227","616,044","28,491",798,"10,384",64,970,"13,105","716,083",Schumer,Gillibrand,1616 LHOB,202-225-5614
NY-2,New York District 2,NY,New York,https://en.wikipedia.org/wiki/New_York%27s_2nd_congressional_district,https://en.m.wikipedia.org/wiki/New_York%27s_2nd_congressional_district,Peter T. King,"King, Pete ",https://peteking.house.gov/,Republican,Y,24.90%,"280,061",DuWayne Gregory,"154,263","467,803","67,105",854,"22,758",16,"1,350","7,429","721,578",Schumer,Gillibrand,339 CHOB,202-225-7896
NY-20,New York District 20,NY,New York,https://en.wikipedia.org/wiki/New_York%27s_20th_congressional_district,https://en.m.wikipedia.org/wiki/New_York%27s_20th_congressional_district,Paul Tonko,"Tonko, Paul D. ",https://tonko.house.gov/,Democrat,N,35.80%,"313,759",Francis Vitollo,"40,304","567,977","61,466","1,212","28,306",310,"3,567","16,447","719,589",Schumer,Gillibrand,2463 RHOB,202-225-5076
NY-21,New York District 21,NY,New York,https://en.wikipedia.org/wiki/New_York%27s_21st_congressional_district,https://en.m.wikipedia.org/wiki/New_York%27s_21st_congressional_district,Elise Stefanik,"Stefanik, Elise ",https://stefanik.house.gov/,Republican,Y,35.10%,"272,499",Mike Derrick,"20,504","654,387","19,765","5,754","6,238",691,554,"11,368","719,261",Schumer,Gillibrand,318 CHOB,202-225-4611
NY-22,New York District 22,NY,New York,https://en.wikipedia.org/wiki/New_York%27s_22nd_congressional_district,https://en.m.wikipedia.org/wiki/New_York%27s_22nd_congressional_district,Claudia Tenney,"Tenney, Claudia ",https://tenney.house.gov/,Republican,Y,5.50%,"278,348",Kim Myers,"23,379","635,444","24,550","1,643","16,361",151,976,"12,452","714,956",Schumer,Gillibrand,512 CHOB,202-225-3665
NY-23,New York District 23,NY,New York,https://en.wikipedia.org/wiki/New_York%27s_23rd_congressional_district,https://en.m.wikipedia.org/wiki/New_York%27s_23rd_congressional_district,Tom Reed,"Reed, Tom ",https://reed.house.gov/,Republican,Y,15.20%,"279,634",John Plumb,"23,848","642,118","19,328","4,237","15,073",173,726,"10,942","716,445",Schumer,Gillibrand,2437 RHOB,202-225-3161
NY-24,New York District 24,NY,New York,https://en.wikipedia.org/wiki/New_York%27s_24th_congressional_district,https://en.m.wikipedia.org/wiki/New_York%27s_24th_congressional_district,John Katko,"Katko, John ",https://katko.house.gov/,Republican,N,21.10%,"301,801",Colleen Deacon,"27,402","597,277","56,221","3,669","16,878",106,859,"14,128","716,540",Schumer,Gillibrand,1620 LHOB,202-225-3701
NY-25,New York District 25,NY,New York,https://en.wikipedia.org/wiki/New_York%27s_25th_congressional_district,https://en.m.wikipedia.org/wiki/New_York%27s_25th_congressional_district,Louise M. Slaughter,"Slaughter, Louise ",https://louise.house.gov/,Democrat,N,12.40%,"325,600",Mark Assini,"55,349","515,167","107,698","1,434","25,038",161,"2,870","12,279","719,996",Schumer,Gillibrand,2469 RHOB,202-225-3615
NY-26,New York District 26,NY,New York,https://en.wikipedia.org/wiki/New_York%27s_26th_congressional_district,https://en.m.wikipedia.org/wiki/New_York%27s_26th_congressional_district,Brian Higgins,"Higgins, Brian ",https://higgins.house.gov/,Democrat,N,49.20%,"288,666",Shelly Schratz,"39,358","510,514","126,161","2,346","23,109",175,988,"13,800","716,451",Schumer,Gillibrand,2459 RHOB,202-225-3306
NY-27,New York District 27,NY,New York,https://en.wikipedia.org/wiki/New_York%27s_27th_congressional_district,https://en.m.wikipedia.org/wiki/New_York%27s_27th_congressional_district,Chris Collins,"Collins, Chris ",https://chriscollins.house.gov/,Republican,Y,34.40%,"328,717",Diana Kastenbaum,"17,475","661,975","16,449","4,753","7,267",462,570,"8,439","717,390",Schumer,Gillibrand,1117 LHOB,202-225-5265
NY-3,New York District 3,NY,New York,https://en.wikipedia.org/wiki/New_York%27s_3rd_congressional_district,https://en.m.wikipedia.org/wiki/New_York%27s_3rd_congressional_district,Tom Suozzi,"Suozzi, Thomas ",https://suozzi.house.gov/,Democrat,N,5.60%,"308,653",Jack Martins,"73,051","519,631","19,996",957,"94,925",34,"2,967","9,189","720,750",Schumer,Gillibrand,226 CHOB,202-225-3335
NY-4,New York District 4,NY,New York,https://en.wikipedia.org/wiki/New_York%27s_4th_congressional_district,https://en.m.wikipedia.org/wiki/New_York%27s_4th_congressional_district,Kathleen Rice,"Rice, Kathleen ",https://kathleenrice.house.gov/,Democrat,N,19.10%,"311,151",David Gurfein,"129,479","431,308","98,583",727,"43,060",83,"3,356","9,045","715,641",Schumer,Gillibrand,1508 LHOB,202-225-5516
NY-5,New York District 5,NY,New York,https://en.wikipedia.org/wiki/New_York%27s_5th_congressional_district,https://en.m.wikipedia.org/wiki/New_York%27s_5th_congressional_district,Gregory W. Meeks,"Meeks, Gregory W. ",https://meeks.house.gov/,Democrat,N,72.50%,"233,392",Michael O'Reilly,"142,800","86,546","364,452","2,318","94,601",483,"33,351","22,586","747,137",Schumer,Gillibrand,2234 RHOB,202-225-3461
NY-6,New York District 6,NY,New York,https://en.wikipedia.org/wiki/New_York%27s_6th_congressional_district,https://en.m.wikipedia.org/wiki/New_York%27s_6th_congressional_district,Grace Meng,"Meng, Grace ",https://meng.house.gov/,Democrat,N,45.40%,"189,246",Danniel Maio,"134,229","271,909","23,222","1,904","268,088",236,"3,536","14,327","717,451",Schumer,Gillibrand,1317 LHOB,202-225-2601
NY-7,New York District 7,NY,New York,https://en.wikipedia.org/wiki/New_York%27s_7th_congressional_district,https://en.m.wikipedia.org/wiki/New_York%27s_7th_congressional_district,Nydia M. Vel†zquez,"Vel†zquez, Nydia M. ",https://velazquez.house.gov/,Democrat,N,81.60%,"189,622",Allan Romaguera,"323,789","206,370","59,153","1,329","134,919",66,"3,981","10,359","739,966",Schumer,Gillibrand,2302 RHOB,202-225-2361
NY-8,New York District 8,NY,New York,https://en.wikipedia.org/wiki/New_York%27s_8th_congressional_district,https://en.m.wikipedia.org/wiki/New_York%27s_8th_congressional_district,Hakeem Jeffries,"Jeffries, Hakeem ",https://jeffries.house.gov/,Democrat,N,86.60%,"229,996",Daniel Cavanagh,"129,279","163,445","384,181","1,362","33,397",493,"3,212","9,256","724,625",Schumer,Gillibrand,1607 LHOB,202-225-5936
NY-9,New York District 9,NY,New York,https://en.wikipedia.org/wiki/New_York%27s_9th_congressional_district,https://en.m.wikipedia.org/wiki/New_York%27s_9th_congressional_district,Yvette D. Clarke,"Clarke, Yvette D. ",https://clarke.house.gov/,Democrat,N,84.80%,"231,765",Alan Bellone,"78,533","222,399","368,648","1,155","44,966",153,"2,725","10,394","728,973",Schumer,Gillibrand,2058 RHOB,202-225-6231
NC-1,North Carolina District 1,NC,North Carolina,https://en.wikipedia.org/wiki/North_Carolina%27s_1st_congressional_district,https://en.m.wikipedia.org/wiki/North_Carolina%27s_1st_congressional_district,G. K. Butterfield,"Butterfield, G.K. ",https://butterfield.house.gov/,Democrat,N,39.70%,"350,699",H. Powell Dew Jr.,"57,679","258,969","380,706","4,693","10,067",200,"1,001","14,731","728,046",Burr,Tillis,2080 RHOB,202-225-3101
NC-10,North Carolina District 10,NC,North Carolina,https://en.wikipedia.org/wiki/North_Carolina%27s_10th_congressional_district,https://en.m.wikipedia.org/wiki/North_Carolina%27s_10th_congressional_district,Patrick T. McHenry,"McHenry, Patrick T. ",https://mchenry.house.gov/,Republican,Y,26.30%,"349,744",Andy Millard,"41,239","583,018","83,982","1,941","10,280",94,"1,024","11,903","733,481",Burr,Tillis,2334 RHOB,202-225-2576
NC-11,North Carolina District 11,NC,North Carolina,https://en.wikipedia.org/wiki/North_Carolina%27s_11th_congressional_district,https://en.m.wikipedia.org/wiki/North_Carolina%27s_11th_congressional_district,Mark Meadows,"Meadows, Mark ",https://meadows.house.gov/,Republican,Y,28.20%,"359,508",Rick Bryson,"41,092","642,582","21,575","9,842","7,705",327,"1,074","11,703","735,900",Burr,Tillis,1024 LHOB,202-225-6401
NC-12,North Carolina District 12,NC,North Carolina,https://en.wikipedia.org/wiki/North_Carolina%27s_12th_congressional_district,https://en.m.wikipedia.org/wiki/North_Carolina%27s_12th_congressional_district,Alma Adams,"Adams, Alma ",https://adams.house.gov/,Democrat,N,34%,"349,300",Leon Threatt,"109,046","215,647","371,204","2,381","34,220",813,"1,511","14,409","749,231",Burr,Tillis,222 CHOB,202-225-1510
NC-13,North Carolina District 13,NC,North Carolina,https://en.wikipedia.org/wiki/North_Carolina%27s_13th_congressional_district,https://en.m.wikipedia.org/wiki/North_Carolina%27s_13th_congressional_district,Ted Budd,"Budd, Ted ",https://budd.house.gov/,Republican,Y,12.20%,"355,492",Bruce Davis,"58,696","527,428","127,848","1,701","18,283",140,"1,786","13,740","749,622",Burr,Tillis,118 CHOB,202-225-4531
NC-2,North Carolina District 2,NC,North Carolina,https://en.wikipedia.org/wiki/North_Carolina%27s_2nd_congressional_district,https://en.m.wikipedia.org/wiki/North_Carolina%27s_2nd_congressional_district,George Holding,"Holding, George ",https://holding.house.gov/,Republican,Y,13.40%,"390,567",John McNeil,"82,233","498,037","117,346","6,454","24,227",612,"1,657","20,697","751,263",Burr,Tillis,1110 LHOB,202-225-3032
NC-3,North Carolina District 3,NC,North Carolina,https://en.wikipedia.org/wiki/North_Carolina%27s_3rd_congressional_district,https://en.m.wikipedia.org/wiki/North_Carolina%27s_3rd_congressional_district,Walter B. Jones,"Jones, Walter B. ",https://jones.house.gov/,Republican,N,34.40%,"323,701",Ernest Reeves,"50,808","526,375","138,409","3,457","9,755",601,926,"13,660","743,991",Burr,Tillis,2333 RHOB,202-225-3415
NC-4,North Carolina District 4,NC,North Carolina,https://en.wikipedia.org/wiki/North_Carolina%27s_4th_congressional_district,https://en.m.wikipedia.org/wiki/North_Carolina%27s_4th_congressional_district,David E. Price,"Price, David ",https://price.house.gov/,Democrat,N,36.40%,"409,541",Sue Googe,"85,278","359,868","235,722","2,174","37,945","1,047","2,709","18,287","743,030",Burr,Tillis,2108 RHOB,202-225-1784
NC-5,North Carolina District 5,NC,North Carolina,https://en.wikipedia.org/wiki/North_Carolina%27s_5th_congressional_district,https://en.m.wikipedia.org/wiki/North_Carolina%27s_5th_congressional_district,Virginia Foxx,"Foxx, Virginia ",https://foxx.house.gov/,Republican,Y,16.80%,"355,512",Josh Brannon,"62,152","559,851","93,967","1,920","11,101",123,709,"10,413","740,236",Burr,Tillis,2262 RHOB,202-225-2071
NC-6,North Carolina District 6,NC,North Carolina,https://en.wikipedia.org/wiki/North_Carolina%27s_6th_congressional_district,https://en.m.wikipedia.org/wiki/North_Carolina%27s_6th_congressional_district,Mark Walker,"Walker, Mark ",https://walker.house.gov/,Republican,Y,18.50%,"351,150",Pete Glidewell,"46,406","557,612","113,658","3,427","13,820",235,"1,571","10,968","747,697",Burr,Tillis,1305 LHOB,202-225-3065
NC-7,North Carolina District 7,NC,North Carolina,https://en.wikipedia.org/wiki/North_Carolina%27s_7th_congressional_district,https://en.m.wikipedia.org/wiki/North_Carolina%27s_7th_congressional_district,David Rouzer,"Rouzer, David ",https://rouzer.house.gov/,Republican,Y,21.80%,"347,706",J. Wesley Casteen,"70,293","513,978","127,219","12,348","5,069",450,949,"12,488","742,794",Burr,Tillis,424 CHOB,202-225-2731
NC-8,North Carolina District 8,NC,North Carolina,https://en.wikipedia.org/wiki/North_Carolina%27s_8th_congressional_district,https://en.m.wikipedia.org/wiki/North_Carolina%27s_8th_congressional_district,Richard Hudson,"Hudson, Richard ",https://hudson.house.gov/,Republican,Y,17.50%,"323,045",Thomas Mills,"62,427","463,580","136,435","51,991","8,052",131,"1,282","11,404","735,302",Burr,Tillis,429 CHOB,202-225-3715
NC-9,North Carolina District 9,NC,North Carolina,https://en.wikipedia.org/wiki/North_Carolina%27s_9th_congressional_district,https://en.m.wikipedia.org/wiki/North_Carolina%27s_9th_congressional_district,Robert Pittenger,"Pittenger, Robert ",https://pittenger.house.gov/,Republican,Y,16.40%,"332,493",Christian Cano,"57,519","554,847","92,347","1,967","28,857",109,"1,289","13,852","750,787",Burr,Tillis,224 CHOB,202-225-1976
ND-AL,North Dakota's At-Large District,ND,North Dakota,https://en.wikipedia.org/wiki/North_Dakota%27s_at-large_congressional_district,https://en.m.wikipedia.org/wiki/North_Dakota%27s_at-large_congressional_district,Kevin Cramer,"Cramer, Kevin ",https://cramer.house.gov/,Republican,Y,45.40%,"338,459",Chase Iron Eyes,"16,054","608,963","8,894","35,876","7,285",316,309,"12,084","689,781",Heitkamp,Hoeven,1717 LHOB,202-225-2611
OH-1,Ohio District 1,OH,Ohio,https://en.wikipedia.org/wiki/Ohio%27s_1st_congressional_district,https://en.m.wikipedia.org/wiki/Ohio%27s_1st_congressional_district,Steve Chabot,"Chabot, Steve ",https://chabot.house.gov/,Republican,Y,18.40%,"354,788",Michele Young,"19,736","509,097","157,558","1,094","19,109",145,"1,095","13,874","721,708",Brown,Portman,2371 RHOB,202-225-2216
OH-10,Ohio District 10,OH,Ohio,https://en.wikipedia.org/wiki/Ohio%27s_10th_congressional_district,https://en.m.wikipedia.org/wiki/Ohio%27s_10th_congressional_district,Michael R. Turner,"Turner, Michael ",https://turner.house.gov/,Republican,N,31.40%,"336,602",Robert Klepinger,"17,026","549,333","122,665",865,"14,832",99,"1,149","17,278","723,247",Brown,Portman,2368 RHOB,202-225-6465
OH-11,Ohio District 11,OH,Ohio,https://en.wikipedia.org/wiki/Ohio%27s_11th_congressional_district,https://en.m.wikipedia.org/wiki/Ohio%27s_11th_congressional_district,Marcia L. Fudge,"Fudge, Marcia L. ",https://fudge.house.gov/,Democrat,N,60.50%,"302,686",Beverly Goldstein,"27,162","272,359","378,500","1,478","15,705",59,893,"14,738","710,894",Brown,Portman,2344 RHOB,202-225-7032
OH-12,Ohio District 12,OH,Ohio,https://en.wikipedia.org/wiki/Ohio%27s_12th_congressional_district,https://en.m.wikipedia.org/wiki/Ohio%27s_12th_congressional_district,Pat Tiberi,"Tiberi, Pat ",https://tiberi.house.gov/,Republican,Y,36.70%,"377,534",Ed Albertson,"14,978","639,666","32,308",822,"23,212",128,913,"17,148","729,175",Brown,Portman,1203 LHOB,202-225-5355
OH-13,Ohio District 13,OH,Ohio,https://en.wikipedia.org/wiki/Ohio%27s_13th_congressional_district,https://en.m.wikipedia.org/wiki/Ohio%27s_13th_congressional_district,Tim Ryan,"Ryan, Tim ",https://timryan.house.gov/,Democrat,N,35.50%,"308,004",Richard Morckel,"20,577","594,259","82,030",832,"8,591",68,796,"15,057","722,210",Brown,Portman,1126 LHOB,202-225-5261
OH-14,Ohio District 14,OH,Ohio,https://en.wikipedia.org/wiki/Ohio%27s_14th_congressional_district,https://en.m.wikipedia.org/wiki/Ohio%27s_14th_congressional_district,David Joyce,"Joyce, David ",https://joyce.house.gov/,Republican,N,25.20%,"350,269",Michael Wager,"17,107","649,102","28,278",567,"14,048",39,645,"10,147","719,933",Brown,Portman,1124 LHOB,202-225-5731
OH-15,Ohio District 15,OH,Ohio,https://en.wikipedia.org/wiki/Ohio%27s_15th_congressional_district,https://en.m.wikipedia.org/wiki/Ohio%27s_15th_congressional_district,Steve Stivers,"Stivers, Steve ",https://stivers.house.gov/,Republican,Y,32.30%,"336,807",Scott Wharton,"13,062","659,492","26,227",941,"15,989",180,624,"14,151","730,666",Brown,Portman,1022 LHOB,202-225-2015
OH-16,Ohio District 16,OH,Ohio,https://en.wikipedia.org/wiki/Ohio%27s_16th_congressional_district,https://en.m.wikipedia.org/wiki/Ohio%27s_16th_congressional_district,James B. Renacci,"Renacci, Jim ",https://renacci.house.gov/index.cfm/home,Republican,Y,30.70%,"345,624",Keith Mundy,"14,451","666,691","14,161",758,"15,133",64,"1,040","8,671","720,969",Brown,Portman,328 CHOB,202-225-3876
OH-2,Ohio District 2,OH,Ohio,https://en.wikipedia.org/wiki/Ohio%27s_2nd_congressional_district,https://en.m.wikipedia.org/wiki/Ohio%27s_2nd_congressional_district,Brad Wenstrup,"Wenstrup, Brad ",https://wenstrup.house.gov/,Republican,Y,32.20%,"340,279",William Smith,"11,846","626,715","60,200","1,175","8,909",159,735,"13,967","723,706",Brown,Portman,2419 RHOB,202-225-3164
OH-3,Ohio District 3,OH,Ohio,https://en.wikipedia.org/wiki/Ohio%27s_3rd_congressional_district,https://en.m.wikipedia.org/wiki/Ohio%27s_3rd_congressional_district,Joyce Beatty,"Beatty, Joyce ",https://beatty.house.gov/,Democrat,N,37.10%,"291,351",John Adams,"44,188","398,254","231,999","1,072","22,571",156,"2,106","24,554","724,900",Brown,Portman,133 CHOB,202-225-4324
OH-4,Ohio District 4,OH,Ohio,https://en.wikipedia.org/wiki/Ohio%27s_4th_congressional_district,https://en.m.wikipedia.org/wiki/Ohio%27s_4th_congressional_district,Jim Jordan,"Jordan, Jim ",https://jordan.house.gov/,Republican,Y,36%,"309,208",Janet Garrett,"22,961","637,866","35,615","1,389","5,361",169,536,"14,675","718,572",Brown,Portman,2056 RHOB,202-225-2676
OH-5,Ohio District 5,OH,Ohio,https://en.wikipedia.org/wiki/Ohio%27s_5th_congressional_district,https://en.m.wikipedia.org/wiki/Ohio%27s_5th_congressional_district,Bob Latta,"Latta, Robert E. ",https://latta.house.gov/,Republican,Y,41.80%,"344,991","James Neu, Jr.","32,604","652,486","19,280",992,"8,634",294,463,"8,904","723,657",Brown,Portman,2448 RHOB,202-225-6405
OH-6,Ohio District 6,OH,Ohio,https://en.wikipedia.org/wiki/Ohio%27s_6th_congressional_district,https://en.m.wikipedia.org/wiki/Ohio%27s_6th_congressional_district,Bill Johnson,"Johnson, Bill ",https://billjohnson.house.gov/,Republican,Y,41.40%,"302,755",Michael Lorentz,"6,982","680,376","15,567",847,"2,758",41,445,"10,852","717,868",Brown,Portman,1710 LHOB,202-225-5705
OH-7,Ohio District 7,OH,Ohio,https://en.wikipedia.org/wiki/Ohio%27s_7th_congressional_district,https://en.m.wikipedia.org/wiki/Ohio%27s_7th_congressional_district,Bob Gibbs,"Gibbs, Bob ",https://gibbs.house.gov/,Republican,Y,35.10%,"309,553",Roy Rich,"13,703","662,042","27,322","1,272","4,239",74,857,"11,960","721,469",Brown,Portman,2446 RHOB,202-225-6265
OH-8,Ohio District 8,OH,Ohio,https://en.wikipedia.org/wiki/Ohio%27s_8th_congressional_district,https://en.m.wikipedia.org/wiki/Ohio%27s_8th_congressional_district,Warren Davidson,"Davidson, Warren ",https://davidson.house.gov/,Republican,Y,41.80%,"325,506",Steve Fought,"21,640","631,329","42,063",951,"11,842",216,990,"12,829","721,860",Brown,Portman,1004 LHOB,202-225-6205
OH-9,Ohio District 9,OH,Ohio,https://en.wikipedia.org/wiki/Ohio%27s_9th_congressional_district,https://en.m.wikipedia.org/wiki/Ohio%27s_9th_congressional_district,Marcy Kaptur,"Kaptur, Marcy ",https://kaptur.house.gov/,Democrat,N,37.40%,"282,398",Donald Philip Larson,"69,371","507,472","111,361","1,635","8,741",245,777,"19,154","718,756",Brown,Portman,2186 RHOB,202-225-4146
OK-1,Oklahoma District 1,OK,Oklahoma,https://en.wikipedia.org/wiki/Oklahoma%27s_1st_congressional_district,https://en.m.wikipedia.org/wiki/Oklahoma%27s_1st_congressional_district,Jim Bridenstine,"Bridenstine, Jim ",https://bridenstine.house.gov/,Republican,Y,100%,N/A,Unopposed,"75,826","505,804","66,185","40,362","16,777",452,948,"52,282","758,636",Inhofe,Lankford,216 CHOB,202-225-2211
OK-2,Oklahoma District 2,OK,Oklahoma,https://en.wikipedia.org/wiki/Oklahoma%27s_2nd_congressional_district,https://en.m.wikipedia.org/wiki/Oklahoma%27s_2nd_congressional_district,Markwayne Mullin,"Mullin, Markwayne ",https://mullin.house.gov/,Republican,Y,47.40%,"268,870",Joshua Harris-Till,"33,757","492,896","25,760","106,045","3,860",644,289,"85,722","748,973",Inhofe,Lankford,1113 LHOB,202-225-2701
OK-3,Oklahoma District 3,OK,Oklahoma,https://en.wikipedia.org/wiki/Oklahoma%27s_3rd_congressional_district,https://en.m.wikipedia.org/wiki/Oklahoma%27s_3rd_congressional_district,Frank D. Lucas,"Lucas, Frank ",https://lucas.house.gov/,Republican,Y,56.60%,"290,615",Frankie Robbins,"64,924","574,258","26,611","40,990","9,411","1,388",577,"36,994","755,153",Inhofe,Lankford,2405 RHOB,202-225-5565
OK-4,Oklahoma District 4,OK,Oklahoma,https://en.wikipedia.org/wiki/Oklahoma%27s_4th_congressional_district,https://en.m.wikipedia.org/wiki/Oklahoma%27s_4th_congressional_district,Tom Cole,"Cole, Tom ",https://cole.house.gov/,Republican,Y,43.50%,"293,189",Christina Owen,"57,626","554,226","48,550","38,047","15,469","1,207",519,"44,190","759,834",Inhofe,Lankford,2467 RHOB,202-225-6165
OK-5,Oklahoma District 5,OK,Oklahoma,https://en.wikipedia.org/wiki/Oklahoma%27s_5th_congressional_district,https://en.m.wikipedia.org/wiki/Oklahoma%27s_5th_congressional_district,Steve Russell,"Russell, Steve ",https://russell.house.gov/,Republican,Y,20.30%,"280,570",Al McAffrey,"113,006","455,151","102,611","30,485","21,203",517,521,"39,652","763,146",Inhofe,Lankford,128 CHOB,202-225-2132
OR-1,Oregon District 1,OR,Oregon,https://en.wikipedia.org/wiki/Oregon%27s_1st_congressional_district,https://en.m.wikipedia.org/wiki/Oregon%27s_1st_congressional_district,Suzanne Bonamici,"Bonamici, Suzanne ",https://bonamici.house.gov/,Democrat,N,22.60%,"378,095",Brian Heinrich,"108,494","572,129","11,411","4,340","52,498","2,930","1,070","25,368","778,240",Merkley,Wyden,439 CHOB,202-225-0855
OR-2,Oregon District 2,OR,Oregon,https://en.wikipedia.org/wiki/Oregon%27s_2nd_congressional_district,https://en.m.wikipedia.org/wiki/Oregon%27s_2nd_congressional_district,Greg Walden,"Walden, Greg ",https://walden.house.gov/,Republican,Y,43.70%,"380,739",Jim Crary,"97,609","627,394","3,804","12,917","7,268","1,779",519,"19,607","770,897",Merkley,Wyden,2185 RHOB,202-225-6730
OR-3,Oregon District 3,OR,Oregon,https://en.wikipedia.org/wiki/Oregon%27s_3rd_congressional_district,https://en.m.wikipedia.org/wiki/Oregon%27s_3rd_congressional_district,Earl Blumenauer,"Blumenauer, Earl ",https://blumenauer.house.gov/,Democrat,N,51.40%,"382,355",David Walker,"82,688","567,647","40,028","5,237","50,228","4,643","1,267","26,710","778,448",Merkley,Wyden,1111 LHOB,202-225-4811
OR-4,Oregon District 4,OR,Oregon,https://en.wikipedia.org/wiki/Oregon%27s_4th_congressional_district,https://en.m.wikipedia.org/wiki/Oregon%27s_4th_congressional_district,Peter A. DeFazio,"DeFazio, Peter ",https://defazio.house.gov/,Democrat,N,15.80%,"397,568",Art Robinson,"53,256","657,280","5,151","9,476","16,007","1,697","1,065","24,210","768,142",Merkley,Wyden,2134 RHOB,202-225-6416
OR-5,Oregon District 5,OR,Oregon,https://en.wikipedia.org/wiki/Oregon%27s_5th_congressional_district,https://en.m.wikipedia.org/wiki/Oregon%27s_5th_congressional_district,Kurt Schrader,"Schrader, Kurt ",https://schrader.house.gov/,Democrat,N,10.50%,"373,108",Colm Willis,"119,854","593,964","5,829","5,780","19,829","3,523","2,128","22,087","772,994",Merkley,Wyden,2431 RHOB,202-225-5711
PA-1,Pennsylvania District 1,PA,Pennsylvania,https://en.wikipedia.org/wiki/Pennsylvania%27s_1st_congressional_district,https://en.m.wikipedia.org/wiki/Pennsylvania%27s_1st_congressional_district,Robert A. Brady,"Brady, Robert ",https://brady.house.gov/,Democrat,N,64.40%,"299,010",Deborah Williams,"110,930","289,991","240,990","1,104","47,085",47,"1,259","13,234","704,640",Casey,Toomey,2004 RHOB,202-225-4731
PA-5,Pennsylvania District 1,PA,Pennsylvania,https://en.wikipedia.org/wiki/Pennsylvania%27s_5th_congressional_district,https://en.m.wikipedia.org/wiki/Pennsylvania%27s_5th_congressional_district,Glenn Thompson,"Thompson, Glenn W. ",https://marino.house.gov/,Republican,Y,34.30%,"307,843",Kerith Strano Taylor,"12,074","658,641","14,961","1,138","10,979",95,621,"7,359","705,868",Casey,Toomey,124 CHOB,202-225-5121
PA-10,Pennsylvania District 10,PA,Pennsylvania,https://en.wikipedia.org/wiki/Pennsylvania%27s_10th_congressional_district,https://en.m.wikipedia.org/wiki/Pennsylvania%27s_10th_congressional_district,Tom Marino,"Marino, Tom ",https://barletta.house.gov/,Republican,Y,40.30%,"301,105",Michael Molesevich,"25,460","643,831","22,117","1,074","5,727",215,645,"7,674","706,743",Casey,Toomey,2242 RHOB,202-225-3731
PA-11,Pennsylvania District 11,PA,Pennsylvania,https://en.wikipedia.org/wiki/Pennsylvania%27s_11th_congressional_district,https://en.m.wikipedia.org/wiki/Pennsylvania%27s_11th_congressional_district,Lou Barletta,"Barletta, Lou ",https://rothfus.house.gov/,Republican,Y,27.30%,"313,221",Mike Marsicano,"34,512","616,975","32,824",776,"9,942",97,652,"9,880","705,658",Casey,Toomey,2049 RHOB,202-225-6511
PA-12,Pennsylvania District 12,PA,Pennsylvania,https://en.wikipedia.org/wiki/Pennsylvania%27s_12th_congressional_district,https://en.m.wikipedia.org/wiki/Pennsylvania%27s_12th_congressional_district,Keith Rothfus,"Rothfus, Keith ",https://boyle.house.gov/,Republican,Y,23.50%,"359,204",Erin McClelland,"8,327","655,307","20,819",362,"10,163",116,670,"9,281","705,045",Casey,Toomey,1205 LHOB,202-225-2065
PA-13,Pennsylvania District 13,PA,Pennsylvania,https://en.wikipedia.org/wiki/Pennsylvania%27s_13th_congressional_district,https://en.m.wikipedia.org/wiki/Pennsylvania%27s_13th_congressional_district,Brendan F. Boyle,"Boyle, Brendan ",https://doyle.house.gov/,Democrat,N,100%,"239,316",Unopposed,"75,628","435,378","124,531",724,"60,981",121,"2,545","12,737","712,645",Casey,Toomey,1133 LHOB,202-225-6111
PA-14,Pennsylvania District 14,PA,Pennsylvania,https://en.wikipedia.org/wiki/Pennsylvania%27s_14th_congressional_district,https://en.m.wikipedia.org/wiki/Pennsylvania%27s_14th_congressional_district,Mike Doyle,"Doyle, Mike ",https://dent.house.gov/,Democrat,N,48.70%,"343,292",Lenny McAllister,"13,538","502,657","149,519",818,"19,327",152,"1,474","18,476","705,961",Casey,Toomey,239 CHOB,202-225-2135
PA-15,Pennsylvania District 15,PA,Pennsylvania,https://en.wikipedia.org/wiki/Pennsylvania%27s_15th_congressional_district,https://en.m.wikipedia.org/wiki/Pennsylvania%27s_15th_congressional_district,Charlie Dent,"Dent, Charles W. ",https://smucker.house.gov/,Republican,N,20.40%,"326,474",Rick Daugherty,"96,591","557,345","27,005",630,"18,158",21,834,"10,008","710,592",Casey,Toomey,2082 RHOB,202-225-6411
